No,Title,Image,Rating,ProdLink,TotalReviews,Price,OrgPrice,CouponsDesc,CouponsSummery,CouponPrice,PercentReduction,id
399,"2022 Newest HP Notebook Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi 5, Webcam, Bluetooth, HDMI, Windows 11 Home, Silver",https://m.media-amazon.com/images/I/61ZhV+aEbQL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Notebook-Touchscreen-i5-1135G7-Bluetooth/dp/B09WG4Y9P2/ref=sr_1_355?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-355,5.0,849.0,849.0,,,849.0,0.0,399
398,"HP EliteBook 840 G4 FHD Corning Gorilla Glass Touch Screen (1920 x 1080), Core i5-7300U 2.4GHz up to 3.9GHz, 16GB RAM, 256GB Solid State Drive, Webcam, Bluetooth, WiFi, Windows 10 Pro 64Bit (Renewed)",https://m.media-amazon.com/images/I/81ywQfXH0bL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-EliteBook-840-G4-Bluetooth/dp/B089B7689B/ref=sr_1_354?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-354,29.0,372.99,372.99,FREE Shipping,,372.99,0.0,398
397,"2022 HP Pavilion 17 Laptop Computer, Intel Core i5-1135G7(Beat i7-8550U), 16GB RAM, 512GB PCIe SSD, Backlit Keyboard, 17.3 FHD IPS Screen, Wi-Fi, Webcam, Bluetooth, Windows 11, ROKC MP(Lastest Model)",https://m.media-amazon.com/images/I/61deDx8Vt9L._AC_UY218_.jpg,4.9 out of 5 stars,https://www.amazon.com/HP-Pavilion-17-i5-1135G7-Bluetooth/dp/B09XSMNG8Q/ref=sr_1_353?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-353,15.0,699.99,699.99,FREE Shipping by Amazon,,699.99,0.0,397
396,"2022 HP 15 Laptop 11th Gen i3-1115G4 16GB RAM 512GB SSD, 15.6 Micro-Edge FHD Display, Webcam, HDMI, Wi-Fi, Fingerprint Reader, Premium Light Thin Design, Win 10 S-Free Windows 11 Update| ROKC Bundle",https://m.media-amazon.com/images/I/51wiC5mNTiL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-i3-1115G4-Micro-Edge-Display-Fingerprint/dp/B09PFRJZHN/ref=sr_1_352?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-352,1.0,609.99,609.99,FREE Shipping by Amazon,,609.99,0.0,396
404,"Newest HP Laptop, 15.6"" FHD Display, AMD Ryzen 5-5500 6-Core Processor, 32GB DDR4 Memory, 1TB PCIe NVMe M.2 SSD, Wi-Fi, HDMI, Webcam, Bluetooth, Windows 11 Home, Blue",https://m.media-amazon.com/images/I/71JmhtqCQGL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg15_1?ie=UTF8&adId=A00530742HHXBYBBJOY36&qualifier=1651286708&id=2614257316067666&widgetName=sp_btf&url=%2FHP-Display-Processor-Bluetooth-Windows%2Fdp%2FB09D5NPB1N%2Fref%3Dsr_1_360_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286708%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-360-spons%26psc%3D1,92.0,749.0,749.0,,,749.0,0.0,404
393,"2022 HP Pavilion Laptop, Micro-Edge 14-inch Full HD Display, AMD Ryzen 5 5500U (Beats i7-10610U), 32 GB RAM, 1 TB PCIe SSD, Thin & Portable, Long Battery Life, Webcam, HDMI, Windows 11, Sliver",https://m.media-amazon.com/images/I/81qYSKqlUrL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Pavilion-Micro-Edge-i7-10610U-Portable/dp/B09T3X68YN/ref=sr_1_349?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-349,1.0,669.99,669.99,FREE Shipping,,669.99,0.0,393
384,"HP Envy 17t CG Home & Business Laptop (Intel i7-1165G7 4-Core, 16GB RAM, 2TB HDD, Intel Iris Xe, 17.3"" Touch Full HD (1920x1080), Fingerprint, WiFi, Bluetooth, Webcam, Win 10 Home) (Renewed)",https://m.media-amazon.com/images/I/61SoNQfmf2L._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-i7-1165G7-1920x1080-Fingerprint-Bluetooth/dp/B099NFV1QH/ref=sr_1_339?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-339,2.0,849.66,849.66,,,849.66,0.0,384
405,"HP 17.3"" Full HD IPS Premium Laptop | 11th Generation Intel Core i5-1135G7 | Intel Iris Xe Graphics | 16GB DDR4 | 512GBSSD | Windows 11 Home | Silver | with Microsoft Office Bundle",https://m.media-amazon.com/images/I/61s8zmuTY3L._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg15_1?ie=UTF8&adId=A0675408MM25668XROP3&qualifier=1651286708&id=2614257316067666&widgetName=sp_btf&url=%2FHP-Generation-i5-1135G7-Graphics-Microsoft%2Fdp%2FB09L7Y4V63%2Fref%3Dsr_1_361_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286708%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-361-spons%26psc%3D1,2.0,759.99,759.99,,,759.99,0.0,405
391,"HP 15.6"" HD Laptop Computer 2022, AMD Athlon Silver 3050U (Beats i3-7100U) Up to 3.2GHz, 16GB RAM, 512GB SSD, Webcam, Wins10 W/ 1 Year Microsoft 365, Mouse, Sleeve, Gold, + 3in1 Accessories",https://m.media-amazon.com/images/I/715fxnPa6WL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg15_1?ie=UTF8&adId=A04968751Y5PKKFZOFJ81&qualifier=1651286708&id=2614257316067666&widgetName=sp_mtf&url=%2FHP-Computer-i3-7100U-Microsoft-Accessories%2Fdp%2FB09NR812RQ%2Fref%3Dsr_1_347_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286708%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-347-spons%26psc%3D1,72.0,499.0,499.0,FREE Shipping by Amazon,-29%,499.0,0.0,391
390,"Newest HP Notebook Laptop, 17.3’’ Full HD Display, 11th Gen Intel Core i5-1135G7 Quad-Core Processor, 32GB RAM, 1TB PCIe M.2 SSD+1TB HDD, Backlit Keyboard, Webcam, Wi-Fi, Bluetooth, Windows 11 Home",https://m.media-amazon.com/images/I/61Gg7SobtnL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg15_1?ie=UTF8&adId=A00314992W343E0GZJ4AM&qualifier=1651286708&id=2614257316067666&widgetName=sp_mtf&url=%2FHP-Notebook-i5-1135G7-Quad-Core-Processor%2Fdp%2FB09NP711F2%2Fref%3Dsr_1_346_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286708%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-346-spons%26psc%3D1,8.0,929.0,929.0,,,929.0,0.0,390
389,"2022 HP 14"" Flagship Laptop, Intel Celeron N Processor Up to 2.50GHz, 4GB RAM, 64GB SSD, HDMI, Win10, Pastel Pink(Renewed) (Pastel Pink)",https://m.media-amazon.com/images/I/61vnxaujnSL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Flagship-Laptop-Celeron-Processor/dp/B09SGRH3BB/ref=sr_1_344?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-344,4.0,206.99,206.99,FREE Shipping by Amazon,,206.99,0.0,389
387,"2021 HP 15z-ef100 15.6"" HD Laptop (AMD Athlon Gold 3150U 2-Core, 8GB RAM, 256GB PCIe SSD, Online Meeting Ready, AMD Radeon, (1366x768), WiFi 5, Bluetooth, Webcam, Win 11 Home) with Hub",https://m.media-amazon.com/images/I/716qz1ugT0S._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-15z-ef100-Meeting-1366x768-Bluetooth/dp/B09MR569N8/ref=sr_1_342?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-342,6.0,449.99,449.99,,,449.99,0.0,387
386,"HP Pavilion x360 Convertible 15.6"" Touchscreen 2 in 1 Laptop, 11th Gen Intel Core i5-1135G7 (Beat i7-1065G7) Quad-Core Processor, 16GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Windows 11 Home",https://m.media-amazon.com/images/I/71oMyRfxSRL._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-Pavilion-Convertible-Touchscreen-i5-1135G7/dp/B09PBF2S4G/ref=sr_1_341?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-341,11.0,898.99,898.99,FREE Shipping by Amazon,,898.99,0.0,386
385,"HP Chromebook 14” Laptop FHD Display for Student 2022, Intel Celeron N4020, 4GB RAM, 128GB Storage(64GB eMMC + 64GB MSD Card), Online Class/Zoom Meeting Ready, Bonus with Sleeve & Wireless Mouse",https://m.media-amazon.com/images/I/71xNRfKUO9L._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Chromebook-14-Display-Wireless/dp/B09WRSQYV7/ref=sr_1_340?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-340,48.0,249.99,249.99,FREE Shipping,,249.99,0.0,385
365,"HP EliteBook 840 G3 14in Laptop, Core i5-6300U 2.4GHz, 16GB Ram, 500GB SSD, Windows 10 Pro 64bit (Renewed)",https://m.media-amazon.com/images/I/61EQu2zO8KL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-EliteBook-i5-6300U-Certified-Refurbished/dp/B07GCSDP5H/ref=sr_1_326?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-326,232.0,343.88,343.88,,-6%,343.88,0.0,365
273,"2022 HP 15 Laptop, AMD Ryzen 5 5500U(Beat i7-1065G7) 16GB RAM 512GB SSD, Webcam for Remote School&Work, 15.6 FHD Display, HDMI, Wi-Fi, Premium Lightweight Thin Design, Blue, Windows 11| ROKC Bundle",https://m.media-amazon.com/images/I/61EkKPZzghL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Laptop-i7-1065G7-Display-Lightweight/dp/B09PX7RVVX/ref=sr_1_248?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286634&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-248,8.0,649.99,649.99,FREE Shipping by Amazon,Price may vary by color,649.99,0.0,273
364,"HP Envy 17t CG 17.3"" Touch FHD Laptop (Intel i7-1165G7 4-Core, 32GB RAM, 1TB PCIe SSD + 2TB HDD, Intel Iris Xe, 1920x1080, Backlit KB, FP Reader, WiFi 6, Win10P) w/Hub",https://m.media-amazon.com/images/I/71Y5s2Ls+hL._AC_UY218_.jpg,4.2 out of 5 stars,https://www.amazon.com/HP-Business-i7-1165G7-1920x1080-Fingerprint/dp/B094QRXVG9/ref=sr_1_325?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286694&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-325,9.0,1369.0,1369.0,,,1369.0,0.0,364
341,"HP 15.6"" FHD Laptop for Business & Student, AMD Ryzen 3 3250U 16GB RAM, 512GB SSD, AMD Radeon Graphics, HDMI, Webcam, Windows 10 w/Ghost Manta Accessories",https://m.media-amazon.com/images/I/61zYngWiy-L._AC_UY218_.jpg,4.1 out of 5 stars,https://www.amazon.com/HP-Business-Student-Graphics-Accessories/dp/B09B3KBTNM/ref=sr_1_307?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-307,108.0,549.99,549.99,FREE Shipping,,549.99,0.0,341
347,HP Omen 16 Gaming Laptop I 16.1” Full HD IPS 144Hz 7ms I 11th Gen Intel 8-Core i7-11800H I 32GB DDR4 2TB SSD I Geforce RTX 3060 6GB I Thunderbolt Backlit Win11 + 32GB MicroSD Card,https://m.media-amazon.com/images/I/71qm9jdau7L._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg13_1?ie=UTF8&adId=A096462436SJASBJMBX31&qualifier=1651286680&id=3474382919225444&widgetName=sp_btf&url=%2FHP-Omen-i7-11800H-Geforce-Thunderbolt%2Fdp%2FB09N8YZPRZ%2Fref%3Dsr_1_313_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286680%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-313-spons%26psc%3D1,4.0,1939.0,1939.0,,,1939.0,0.0,347
421,"2021 HP 15.6"" FHD IPS Flagship Laptop (Intel i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, WLED Backlit Display (1920x1080), WiFi 6, Bluetooth, HD Webcam, Win 10 Pro) with Hub",https://m.media-amazon.com/images/I/71pbe+cHyIL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Flagship-i5-1135G7-1920x1080-Bluetooth/dp/B09LXY5RQC/ref=sr_1_372?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-372,1.0,699.0,699.0,,,699.0,0.0,421
346,"2022 HP Newest 17 Laptop Notebook, 17.3"" Full HD Anti-Glare Display, AMD Ryzen 7 5700U Processor, Webcam, Wi-Fi 6, Bluetooth, HDMI, Windows 11 Home, Black (32GB RAM |1TB SSD+2TB HDD)",https://m.media-amazon.com/images/I/711rzCUeOuS._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics_sr_pg13_1?ie=UTF8&adId=A07006002N9L1YYX5AEBN&qualifier=1651286680&id=3474382919225444&widgetName=sp_btf&url=%2FHP-17-Anti-Glare-i7-1065G7-Bluetooth%2Fdp%2FB08YJ67R9D%2Fref%3Dsr_1_312_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286680%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-312-spons%26psc%3D1,53.0,1019.0,1019.0,,,1019.0,0.0,346
345,"HP Pavilion 17 Laptop, 17.3"" FHD IPS 100% sRGB Display, 11th Gen Intel Core i5-1135G7, Intel Iris Xe Graphics, WiFi, Webcam, Long Battery Life, Windows 10 (Latest Model) (16GB RAM | 512 GB SSD)",https://m.media-amazon.com/images/I/71DYM1NaEFL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Pavilion-17-Laptop-i5-1135G7/dp/B09B2LY3FD/ref=sr_1_311?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-311,41.0,799.99,799.99,FREE Shipping by Amazon,,799.99,0.0,345
343,"HP 17.3"" HD+ Touchscreen Laptop, Intel Core i5-1135G7 Quad-Core Processor, NVIDIA GeForce MX350 Graphics, 32GB RAM, 1TB SSD + 2TB HDD, DVD, Backlit Keyboard, HDMI, Webcam, Wi-Fi, Windows 11 Home",https://m.media-amazon.com/images/I/51vmMJpzKJL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Touchscreen-i5-1135G7-Quad-Core-Processor/dp/B09M5WJWZR/ref=sr_1_309?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-309,16.0,1199.0,1199.0,,,1199.0,0.0,343
342,"HP 15 Laptop (Latest Model), 15.6” Full HD Display, Intel Core i5-1135G7 (Beat i7-1065G7), 12GB RAM, 512GB SSD, Intel Iris X Graphics, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, Silver + Nly MP",https://m.media-amazon.com/images/I/41+nQn-5kPL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/HP-Laptop-i5-1135G7-i7-1065G7-Bluetooth/dp/B09C36KRQP/ref=sr_1_308?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-308,10.0,649.89,649.89,FREE Shipping by Amazon,,649.89,0.0,342
422,"HP EliteBook 840 G3 Business Laptop, 14"" Anti-Glare FHD (1920x1080) Touch Screen, Intel Core i7-6600U 2.6GHz, 16GB DDR4, 512GB SSD, Windows 10 Pro (Renewed)",https://m.media-amazon.com/images/I/61AQaWBzotL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-EliteBook-840-G3-Anti-Glare/dp/B083PQDBHN/ref=sr_1_373?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-373,139.0,414.97,414.97,FREE Shipping,,414.97,0.0,422
423,"HP 17 Series 17.3"" Laptop AMD Athlon Silver 3050U 4GB RAM 256GB SSD Pale Rose Gold - AMD Athlon Silver 3050U Dual-core - 1600 x 900 HD+ Resolution - AMD Radeon Graphics - Windows 10 Home in S Mod",https://m.media-amazon.com/images/I/41D1pBj3BxL._AC_UY218_.jpg,4.3 out of 5 stars,https://www.amazon.com/HP-Laptop-Athlon-Silver-3050U/dp/B09FQGMLNM/ref=sr_1_374?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-374,16.0,359.99,359.99,Save 10%,,359.99,0.0,423
349,"2022 HP 15.6 Inch FHD Laptop, Intel 11th Gen i3-1115G4 up to 4.1 GHz, 16GB DDR4 RAM, 256GB NVMe SSD, WiFi, Fingerprint Reader, Bluetooth, Webcam, Windows 10 Home S + T.F. Bundle",https://m.media-amazon.com/images/I/81qohiv33aL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg14_1?ie=UTF8&adId=A091775219HJGRHQA6XSO&url=%2FHP-i3-1115G4-Fingerprint-Bluetooth-Windows%2Fdp%2FB09KCNZH6R%2Fref%3Dsr_1_314_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286694%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-314-spons%26psc%3D1%26smid%3DA2IZAS3N88B9E6&qualifier=1651286694&id=8589289718947258&widgetName=sp_atf_next,872.0,599.0,599.0,FREE Shipping,,599.0,0.0,349
402,"HP 17 Business Laptop Computer, 11th Gen Intel Core i5-1135G7, 17.3"" FHD IPS Display, Windows 11 Pro, 12GB RAM, 512GB SSD, Wi-Fi 6, Bluetooth, Webcam, Backlit Keyboard, 32GB Tela USB Card",https://m.media-amazon.com/images/I/71DuXBMcheL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-17-Business-i5-1135G7-Bluetooth/dp/B09N169DFB/ref=sr_1_358?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286708&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-358,14.0,749.0,749.0,,,749.0,0.0,402
340,"[Windows 11] 2022 HP 17 Laptop, 11th Gen Intel i5-1135G7, 16GB DDR4, 1TB PCIe SSD, 17.3 FHD IPS Screen, Backlit Keyboard, Webcam with Mic, Wi-Fi, HDMI, RJ-45, Premium Thin Design, Bundle with ROKC MP",https://m.media-amazon.com/images/I/61GwrvxaGeL._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/Windows-HP-i5-1135G7-Backlit-Keyboard/dp/B09LXV4V1F/ref=sr_1_306?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-306,15.0,779.0,779.0,FREE Shipping by Amazon,,779.0,0.0,340
427,"2022 HP 17.3"" FHD IPS Display Laptop Computer, 11th Intel Core i5-1135G7 Processor, 32GB RAM, 1TB SSD, Backlit Keyboard, Intel Iris Xe Graphics, HD Webcam, Windows 10, Silver, 32GB SnowBell USB Card",https://m.media-amazon.com/images/I/51nKQP34W4L._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Computer-i5-1135G7-Processor-Keyboard/dp/B098BKH8B5/ref=sr_1_378?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286722&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-378,12.0,889.0,889.0,FREE Shipping by Amazon,,889.0,0.0,427
337,"HP Newest 15 Business Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, 32GB RAM, 2TB SSD, Backlit Keyboard, Webcam, HDMI, Windows 11 Home, Silver",https://m.media-amazon.com/images/I/71H3-z1b8cL._AC_UY218_.jpg,5.0 out of 5 stars,https://www.amazon.com/HP-Business-Touchscreen-i5-1135G7-Processor/dp/B09PC3YPS3/ref=sr_1_303?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-303,2.0,1009.0,1009.0,,,1009.0,0.0,337
336,"2020 Flagship HP 14 Chromebook Laptop Computer 14"" HD SVA Anti-Glare Touchscreen Display Intel Celeron Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS (Renewed)",https://m.media-amazon.com/images/I/71+v6fhVW+L._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/HP-Chromebook-Anti-Glare-Touchscreen-Processor/dp/B09C5DGWLJ/ref=sr_1_302?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-302,212.0,190.0,190.0,FREE Shipping by Amazon,-9%,190.0,0.0,336
335,"HP 2022 Newest 17z Laptop, 17.3'' HD+ Touchscreen, AMD Ryzen 3 5300U Processor, 32GB DDR4 RAM, 1TB PCIe NVMe SSD, HDMI, USB Type-C, Wi-Fi 5, Bluetooth, Windows 11 Home, Silver",https://m.media-amazon.com/images/I/71cCvu3eetL._AC_UY218_.jpg,4.5 out of 5 stars,https://www.amazon.com/HP-Touchscreen-Processor-Bluetooth-Windows/dp/B09VLGVMSL/ref=sr_1_301?crid=2B401HKFWIGYU&keywords=hp+laptops&qid=1651286680&refinements=p_72%3A1248879011&rnid=1248877011&s=electronics&sprefix=Hp+%2Caps%2C654&sr=1-301,56.0,869.0,869.0,,,869.0,0.0,335
333,"2022 Newest HP 17z Laptop, 17.3"" HD+ Display, AMD Athlon Gold 3150U Processor, 32GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi, Webcam, Bluetooth, HDMI, Windows 11 Home, Black",https://m.media-amazon.com/images/I/61xxnd6FtkL._AC_UY218_.jpg,4.4 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg13_1?ie=UTF8&adId=A079303829ZWFMIE58TIT&qualifier=1651286680&id=3474382919225444&widgetName=sp_mtf&url=%2FHP-17z-Display-Processor-Bluetooth%2Fdp%2FB09VJ9MYD6%2Fref%3Dsr_1_299_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286680%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-299-spons%26psc%3D1,127.0,739.0,739.0,,,739.0,0.0,333
348,"Latest Dell Inspiron 15 3000 Laptop, 15.6"" HD Display, Intel Celeron N4020 Dual-Core Processor up to 2.8 GHz, 32GB RAM, 1TB PCIe Solid State Drive, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10",https://m.media-amazon.com/images/I/613nJxAxt7L._AC_UY218_.jpg,4.7 out of 5 stars,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics_sr_pg14_1?ie=UTF8&adId=A0354484OCH6E64EUWD5&url=%2FDell-Inspiron-15-3000-Dual-Core%2Fdp%2FB09FZZHMCR%2Fref%3Dsr_1_313_sspa%3Fcrid%3D2B401HKFWIGYU%26keywords%3Dhp%2Blaptops%26qid%3D1651286694%26refinements%3Dp_72%253A1248879011%26rnid%3D1248877011%26s%3Delectronics%26sprefix%3DHp%2B%252Caps%252C654%26sr%3D1-313-spons%26psc%3D1%26smid%3DA2IZAS3N88B9E6&qualifier=1651286694&id=8589289718947258&widgetName=sp_atf_next,5.0,749.0,749.0,FREE Shipping,,749.0,0.0,348
